08:14:30:074 ?   
08:14:30:823 ?   

13.05.2019 08:14:30:825 ToPeron_1>> 402102025355010005054b4f50554b01000568fa *** 08:14:31:572 FromPeron_1<< 402102fa  
18.07.2019 11:15:18:108 ToPeron_145>> d020fa *** 18.07.2019 11:15:18:857 ?   

18.07.2019 11:15:18:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:19:608 ?   

18.07.2019 11:15:19:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:20:357 ?   

18.07.2019 11:15:20:358 ToPeron_145>> d020fa *** 18.07.2019 11:15:21:107 ?   

18.07.2019 11:15:21:108 ToPeron_145>> d020fa *** 18.07.2019 11:15:21:857 ?   

18.07.2019 11:15:21:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:22:608 ?   

18.07.2019 11:15:22:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:23:358 ?   

18.07.2019 11:15:23:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:24:107 ?   

18.07.2019 11:15:24:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:24:858 ?   

18.07.2019 11:15:24:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:25:607 ?   

18.07.2019 11:15:25:608 ToPeron_145>> d020fa *** 18.07.2019 11:15:26:357 ?   

18.07.2019 11:15:26:358 ToPeron_145>> d020fa *** 18.07.2019 11:15:27:108 ?   

18.07.2019 11:15:27:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:27:858 ?   

18.07.2019 11:15:27:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:28:607 ?   

18.07.2019 11:15:28:608 ToPeron_145>> d020fa *** 18.07.2019 11:15:29:357 ?   

18.07.2019 11:15:29:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:30:108 ?   

18.07.2019 11:15:30:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:30:857 ?   

18.07.2019 11:15:30:858 ToPeron_145>> d020fa *** 18.07.2019 11:15:31:608 ?   

18.07.2019 11:15:31:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:32:358 ?   

18.07.2019 11:15:32:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:33:107 ?   

18.07.2019 11:15:33:108 ToPeron_145>> d020fa *** 18.07.2019 11:15:33:857 ?   

18.07.2019 11:15:33:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:34:608 ?   

18.07.2019 11:15:34:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:35:357 ?   

18.07.2019 11:15:35:358 ToPeron_145>> d020fa *** 18.07.2019 11:15:36:108 ?   

18.07.2019 11:15:36:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:36:858 ?   

18.07.2019 11:15:36:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:37:607 ?   

18.07.2019 11:15:37:608 ToPeron_145>> d020fa *** 18.07.2019 11:15:38:357 ?   

18.07.2019 11:15:38:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:39:108 ?   

18.07.2019 11:15:39:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:39:857 ?   

18.07.2019 11:15:39:858 ToPeron_145>> d020fa *** 18.07.2019 11:15:40:607 ?   

18.07.2019 11:15:40:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:41:358 ?   

18.07.2019 11:15:41:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:42:107 ?   

18.07.2019 11:15:42:108 ToPeron_145>> d020fa *** 18.07.2019 11:15:42:857 ?   

18.07.2019 11:15:42:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:43:608 ?   

18.07.2019 11:15:43:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:44:357 ?   

18.07.2019 11:15:44:358 ToPeron_145>> d020fa *** 18.07.2019 11:15:45:108 ?   

18.07.2019 11:15:45:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:45:857 ?   

18.07.2019 11:15:45:858 ToPeron_145>> d020fa *** 18.07.2019 11:15:46:607 ?   

18.07.2019 11:15:46:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:47:358 ?   

18.07.2019 11:15:47:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:48:107 ?   

18.07.2019 11:15:48:108 ToPeron_145>> d020fa *** 18.07.2019 11:15:48:857 ?   

18.07.2019 11:15:48:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:49:608 ?   

18.07.2019 11:15:49:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:50:358 ?   

18.07.2019 11:15:50:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:51:107 ?   

18.07.2019 11:15:51:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:51:858 ?   

18.07.2019 11:15:51:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:52:608 ?   

18.07.2019 11:15:52:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:53:357 ?   

18.07.2019 11:15:53:358 ToPeron_145>> d020fa *** 18.07.2019 11:15:54:108 ?   

18.07.2019 11:15:54:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:54:858 ?   

18.07.2019 11:15:54:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:55:607 ?   

18.07.2019 11:15:55:611 ToPeron_145>> d020fa *** 18.07.2019 11:15:56:358 ?   

18.07.2019 11:15:56:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:57:108 ?   

18.07.2019 11:15:57:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:57:857 ?   

18.07.2019 11:15:57:858 ToPeron_145>> d020fa *** 18.07.2019 11:15:58:607 ?   

18.07.2019 11:15:58:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:59:358 ?   

18.07.2019 11:15:59:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:00:108 ?   

18.07.2019 11:16:00:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:00:857 ?   

18.07.2019 11:16:00:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:01:608 ?   

18.07.2019 11:16:01:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:02:358 ?   

18.07.2019 11:16:02:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:03:107 ?   

18.07.2019 11:16:03:108 ToPeron_145>> d020fa *** 18.07.2019 11:16:03:858 ?   

18.07.2019 11:16:03:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:04:608 ?   

18.07.2019 11:16:04:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:05:357 ?   

18.07.2019 11:16:05:358 ToPeron_145>> d020fa *** 18.07.2019 11:16:06:108 ?   

18.07.2019 11:16:06:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:06:857 ?   

18.07.2019 11:16:06:858 ToPeron_145>> d020fa *** 18.07.2019 11:16:07:607 ?   

18.07.2019 11:16:07:608 ToPeron_145>> d020fa *** 18.07.2019 11:16:08:358 ?   

18.07.2019 11:16:08:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:09:108 ?   

18.07.2019 11:16:09:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:09:857 ?   

18.07.2019 11:16:09:858 ToPeron_145>> d020fa *** 18.07.2019 11:16:10:608 ?   

18.07.2019 11:16:10:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:11:357 ?   

18.07.2019 11:16:11:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:12:108 ?   

18.07.2019 11:16:12:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:12:858 ?   

18.07.2019 11:16:12:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:13:607 ?   

18.07.2019 11:16:13:608 ToPeron_145>> d020fa *** 18.07.2019 11:16:14:358 ?   

18.07.2019 11:16:14:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:15:108 ?   

18.07.2019 11:16:15:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:15:857 ?   

18.07.2019 11:16:15:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:16:608 ?   

18.07.2019 11:16:16:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:17:357 ?   

18.07.2019 11:16:17:358 ToPeron_145>> d020fa *** 18.07.2019 11:16:18:108 ?   

18.07.2019 11:16:18:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:18:858 ?   

18.07.2019 11:16:18:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:19:607 ?   

18.07.2019 11:16:19:608 ToPeron_145>> d020fa *** 18.07.2019 11:16:20:358 ?   

18.07.2019 11:16:20:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:21:108 ?   

18.07.2019 11:16:21:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:21:857 ?   

18.07.2019 11:16:21:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:22:608 ?   

18.07.2019 11:16:22:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:23:357 ?   

18.07.2019 11:16:23:358 ToPeron_145>> d020fa *** 18.07.2019 11:16:24:107 ?   

18.07.2019 11:16:24:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:24:858 ?   

18.07.2019 11:16:24:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:25:607 ?   

18.07.2019 11:16:25:608 ToPeron_145>> d020fa *** 18.07.2019 11:16:26:357 ?   

18.07.2019 11:16:26:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:27:108 ?   

18.07.2019 11:16:27:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:27:857 ?   

18.07.2019 11:16:27:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:28:608 ?   

18.07.2019 11:16:28:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:29:358 ?   

18.07.2019 11:16:29:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:30:107 ?   

18.07.2019 11:16:30:108 ToPeron_145>> d020fa *** 18.07.2019 11:16:30:858 ?   

18.07.2019 11:16:30:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:31:608 ?   

18.07.2019 11:16:31:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:32:357 ?   

18.07.2019 11:16:32:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:33:108 ?   

18.07.2019 11:16:33:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:33:857 ?   

18.07.2019 11:16:33:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:34:608 ?   

18.07.2019 11:16:34:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:35:358 ?   

18.07.2019 11:16:35:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:36:107 ?   

18.07.2019 11:16:36:108 ToPeron_145>> d020fa *** 18.07.2019 11:16:36:858 ?   

18.07.2019 11:16:36:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:37:608 ?   

18.07.2019 11:16:37:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:38:357 ?   

18.07.2019 11:16:38:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:39:108 ?   

18.07.2019 11:16:39:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:39:858 ?   

18.07.2019 11:16:39:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:40:607 ?   

18.07.2019 11:16:40:608 ToPeron_145>> d020fa *** 18.07.2019 11:16:41:358 ?   

18.07.2019 11:16:41:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:42:108 ?   

18.07.2019 11:16:42:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:42:857 ?   

18.07.2019 11:16:42:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:43:608 ?   

18.07.2019 11:16:43:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:44:358 ?   

18.07.2019 11:16:44:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:45:108 ?   

18.07.2019 11:16:45:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:45:857 ?   

18.07.2019 11:16:45:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:46:608 ?   

18.07.2019 11:16:46:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:47:357 ?   

18.07.2019 11:16:47:358 ToPeron_145>> d020fa *** 18.07.2019 11:16:48:107 ?   

18.07.2019 11:16:48:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:48:858 ?   

18.07.2019 11:16:48:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:49:607 ?   

18.07.2019 11:16:49:608 ToPeron_145>> d020fa *** 18.07.2019 11:16:50:358 ?   

18.07.2019 11:16:50:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:51:107 ?   

18.07.2019 11:16:51:108 ToPeron_145>> d020fa *** 18.07.2019 11:16:51:857 ?   

18.07.2019 11:16:51:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:52:608 ?   

18.07.2019 11:16:52:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:53:357 ?   

18.07.2019 11:16:53:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:54:108 ?   

18.07.2019 11:16:54:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:54:858 ?   

18.07.2019 11:16:54:859 ToPeron_145>> d020fa *** 18.07.2019 11:16:55:607 ?   

18.07.2019 11:16:55:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:56:357 ?   

18.07.2019 11:16:56:359 ToPeron_145>> d020fa *** 18.07.2019 11:16:57:108 ?   

18.07.2019 11:16:57:109 ToPeron_145>> d020fa *** 18.07.2019 11:16:57:857 ?   

18.07.2019 11:16:57:858 ToPeron_145>> d020fa *** 18.07.2019 11:16:58:608 ?   

18.07.2019 11:16:58:609 ToPeron_145>> d020fa *** 18.07.2019 11:16:59:358 ?   

18.07.2019 11:16:59:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:00:107 ?   

18.07.2019 11:17:00:108 ToPeron_145>> d020fa *** 18.07.2019 11:17:00:858 ?   

18.07.2019 11:17:00:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:01:607 ?   

18.07.2019 11:17:01:608 ToPeron_145>> d020fa *** 18.07.2019 11:17:02:357 ?   

18.07.2019 11:17:02:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:03:108 ?   

18.07.2019 11:17:03:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:03:857 ?   

18.07.2019 11:17:03:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:04:608 ?   

18.07.2019 11:17:04:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:05:357 ?   

18.07.2019 11:17:05:358 ToPeron_145>> d020fa *** 18.07.2019 11:17:06:108 ?   

18.07.2019 11:17:06:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:06:858 ?   

18.07.2019 11:17:06:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:07:607 ?   

18.07.2019 11:17:07:608 ToPeron_145>> d020fa *** 18.07.2019 11:17:08:358 ?   

18.07.2019 11:17:08:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:09:108 ?   

18.07.2019 11:17:09:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:09:857 ?   

18.07.2019 11:17:09:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:10:608 ?   

18.07.2019 11:17:10:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:11:357 ?   

18.07.2019 11:17:11:358 ToPeron_145>> d020fa *** 18.07.2019 11:17:12:107 ?   

18.07.2019 11:17:12:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:12:858 ?   

18.07.2019 11:17:12:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:13:607 ?   

18.07.2019 11:17:13:608 ToPeron_145>> d020fa *** 18.07.2019 11:17:14:357 ?   

18.07.2019 11:17:14:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:15:107 ?   

18.07.2019 11:17:15:108 ToPeron_145>> d020fa *** 18.07.2019 11:17:15:858 ?   

18.07.2019 11:17:15:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:16:608 ?   

18.07.2019 11:17:16:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:17:357 ?   

18.07.2019 11:17:17:358 ToPeron_145>> d020fa *** 18.07.2019 11:17:18:108 ?   

18.07.2019 11:17:18:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:18:858 ?   

18.07.2019 11:17:18:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:19:607 ?   

18.07.2019 11:17:19:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:20:358 ?   

18.07.2019 11:17:20:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:21:107 ?   

18.07.2019 11:17:21:108 ToPeron_145>> d020fa *** 18.07.2019 11:17:21:858 ?   

18.07.2019 11:17:21:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:22:608 ?   

18.07.2019 11:17:22:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:23:357 ?   

18.07.2019 11:17:23:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:24:108 ?   

18.07.2019 11:17:24:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:24:857 ?   

18.07.2019 11:17:24:873 ToPeron_145>> d020fa *** 18.07.2019 11:17:25:607 ?   

18.07.2019 11:17:25:608 ToPeron_145>> d020fa *** 18.07.2019 11:17:26:357 ?   

18.07.2019 11:17:26:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:27:108 ?   

18.07.2019 11:17:27:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:27:857 ?   

18.07.2019 11:17:27:858 ToPeron_145>> d020fa *** 18.07.2019 11:17:28:608 ?   

18.07.2019 11:17:28:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:29:358 ?   

18.07.2019 11:17:29:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:30:107 ?   

18.07.2019 11:17:30:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:30:857 ?   

18.07.2019 11:17:30:858 ToPeron_145>> d020fa *** 18.07.2019 11:17:31:608 ?   

18.07.2019 11:17:31:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:32:358 ?   

18.07.2019 11:17:32:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:33:107 ?   

18.07.2019 11:17:33:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:33:858 ?   

18.07.2019 11:17:33:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:34:607 ?   

18.07.2019 11:17:34:608 ToPeron_145>> d020fa *** 18.07.2019 11:17:35:358 ?   

18.07.2019 11:17:35:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:36:107 ?   

18.07.2019 11:17:36:108 ToPeron_145>> d020fa *** 18.07.2019 11:17:36:858 ?   

18.07.2019 11:17:36:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:37:608 ?   

18.07.2019 11:17:37:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:38:357 ?   

18.07.2019 11:17:38:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:39:108 ?   

18.07.2019 11:17:39:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:39:858 ?   

18.07.2019 11:17:39:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:40:607 ?   

18.07.2019 11:17:40:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:41:357 ?   

18.07.2019 11:17:41:358 ToPeron_145>> d020fa *** 18.07.2019 11:17:42:107 ?   

18.07.2019 11:17:42:108 ToPeron_145>> d020fa *** 18.07.2019 11:17:42:858 ?   

18.07.2019 11:17:42:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:43:607 ?   

18.07.2019 11:17:43:607 ToPeron_145>> d020fa *** 18.07.2019 11:17:44:357 ?   

18.07.2019 11:17:44:358 ToPeron_145>> d020fa *** 18.07.2019 11:17:45:108 ?   

18.07.2019 11:17:45:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:45:858 ?   

18.07.2019 11:17:45:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:46:607 ?   

18.07.2019 11:17:46:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:47:358 ?   

18.07.2019 11:17:47:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:48:107 ?   

18.07.2019 11:17:48:108 ToPeron_145>> d020fa *** 18.07.2019 11:17:48:857 ?   

18.07.2019 11:17:48:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:49:608 ?   

18.07.2019 11:17:49:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:50:357 ?   

18.07.2019 11:17:50:358 ToPeron_145>> d020fa *** 18.07.2019 11:17:51:108 ?   

18.07.2019 11:17:51:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:51:858 ?   

18.07.2019 11:17:51:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:52:608 ?   

18.07.2019 11:17:52:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:53:357 ?   

18.07.2019 11:17:53:358 ToPeron_145>> d020fa *** 18.07.2019 11:17:54:108 ?   

18.07.2019 11:17:54:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:54:857 ?   

18.07.2019 11:17:54:858 ToPeron_145>> d020fa *** 18.07.2019 11:17:55:608 ?   

18.07.2019 11:17:55:609 ToPeron_145>> d020fa *** 18.07.2019 11:17:56:358 ?   

18.07.2019 11:17:56:359 ToPeron_145>> d020fa *** 18.07.2019 11:17:57:108 ?   

18.07.2019 11:17:57:109 ToPeron_145>> d020fa *** 18.07.2019 11:17:57:858 ?   

18.07.2019 11:17:57:859 ToPeron_145>> d020fa *** 18.07.2019 11:17:58:607 ?   

18.07.2019 11:17:58:608 ToPeron_145>> d020fa *** 18.07.2019 11:17:59:358 ?   

18.07.2019 11:17:59:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:00:108 ?   

18.07.2019 11:18:00:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:00:857 ?   

18.07.2019 11:18:00:858 ToPeron_145>> d020fa *** 18.07.2019 11:18:01:608 ?   

18.07.2019 11:18:01:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:02:358 ?   

18.07.2019 11:18:02:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:03:107 ?   

18.07.2019 11:18:03:108 ToPeron_145>> d020fa *** 18.07.2019 11:18:03:858 ?   

18.07.2019 11:18:03:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:04:608 ?   

18.07.2019 11:18:04:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:05:357 ?   

18.07.2019 11:18:05:358 ToPeron_145>> d020fa *** 18.07.2019 11:18:06:108 ?   

18.07.2019 11:18:06:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:06:858 ?   

18.07.2019 11:18:06:879 ToPeron_145>> d020fa *** 18.07.2019 11:18:07:607 ?   

18.07.2019 11:18:07:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:08:358 ?   

18.07.2019 11:18:08:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:09:107 ?   

18.07.2019 11:18:09:108 ToPeron_145>> d020fa *** 18.07.2019 11:18:09:858 ?   

18.07.2019 11:18:09:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:10:608 ?   

18.07.2019 11:18:10:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:11:357 ?   

18.07.2019 11:18:11:358 ToPeron_145>> d020fa *** 18.07.2019 11:18:12:108 ?   

18.07.2019 11:18:12:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:12:858 ?   

18.07.2019 11:18:12:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:13:607 ?   

18.07.2019 11:18:13:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:14:357 ?   

18.07.2019 11:18:14:358 ToPeron_145>> d020fa *** 18.07.2019 11:18:15:108 ?   

18.07.2019 11:18:15:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:15:858 ?   

18.07.2019 11:18:15:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:16:607 ?   

18.07.2019 11:18:16:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:17:357 ?   

18.07.2019 11:18:17:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:18:108 ?   

18.07.2019 11:18:18:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:18:858 ?   

18.07.2019 11:18:18:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:19:607 ?   

18.07.2019 11:18:19:608 ToPeron_145>> d020fa *** 18.07.2019 11:18:20:358 ?   

18.07.2019 11:18:20:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:21:108 ?   

18.07.2019 11:18:21:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:21:857 ?   

18.07.2019 11:18:21:858 ToPeron_145>> d020fa *** 18.07.2019 11:18:22:607 ?   

18.07.2019 11:18:22:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:23:358 ?   

18.07.2019 11:18:23:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:24:107 ?   

18.07.2019 11:18:24:108 ToPeron_145>> d020fa *** 18.07.2019 11:18:24:857 ?   

18.07.2019 11:18:24:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:25:608 ?   

18.07.2019 11:18:25:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:26:358 ?   

18.07.2019 11:18:26:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:27:107 ?   

18.07.2019 11:18:27:108 ToPeron_145>> d020fa *** 18.07.2019 11:18:27:857 ?   

18.07.2019 11:18:27:885 ToPeron_145>> d020fa *** 18.07.2019 11:18:28:606 ?   

18.07.2019 11:18:28:608 ToPeron_145>> d020fa *** 18.07.2019 11:18:29:358 ?   

18.07.2019 11:18:29:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:30:108 ?   

18.07.2019 11:18:30:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:30:857 ?   

18.07.2019 11:18:30:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:31:608 ?   

18.07.2019 11:18:31:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:32:358 ?   

18.07.2019 11:18:32:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:33:107 ?   

18.07.2019 11:18:33:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:33:858 ?   

18.07.2019 11:18:33:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:34:608 ?   

18.07.2019 11:18:34:609 ToPeron_145>> d020fa *** 18.07.2019 11:18:35:357 ?   

18.07.2019 11:18:35:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:36:108 ?   

18.07.2019 11:18:36:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:36:858 ?   

18.07.2019 11:18:36:859 ToPeron_145>> d020fa *** 18.07.2019 11:18:37:607 ?   

18.07.2019 11:18:37:608 ToPeron_145>> d020fa *** 18.07.2019 11:18:38:358 ?   

18.07.2019 11:18:38:359 ToPeron_145>> d020fa *** 18.07.2019 11:18:39:108 ?   

18.07.2019 11:18:39:109 ToPeron_145>> d020fa *** 18.07.2019 11:18:39:858 ?   

18.07.2019 11:18:39:859 ToPeron_145>> d020fa *** 18.07.2019 11:26:49:175 ?   
18.07.2019 11:26:49:886 ?   

18.07.2019 11:26:49:888 ToPeron_1>> 40210202535502003202535502003c2dfa *** 18.07.2019 11:26:50:599 FromPeron_1<< 402102fa  

